league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
ITA-Serie A,2025-26,Como,Anastasios Douvikas,GRE,FW,26-029,1999,1.4,22,26,84.6,353,103,11,12,91.7,5,5,100.0,4,5,80.0,0,0.1,0.1,-0.1,2,4,2,0,6
ITA-Serie A,2025-26,Como,Ignace Van Der Brempt,BEL,DF,23-152,2002,1.1,40,47,85.1,703,194,20,20,100.0,16,19,84.2,4,5,80.0,0,0.0,0.0,0.0,0,2,0,0,1
ITA-Serie A,2025-26,Como,Ivan Smolčić,CRO,DF,25-014,2000,0.9,38,51,74.5,750,267,16,19,84.2,15,20,75.0,7,12,58.3,0,0.1,0.0,-0.1,2,1,1,1,2
ITA-Serie A,2025-26,Como,Jacobo Ramón,ESP,DF,20-237,2005,2.0,120,129,93.0,2216,735,49,50,98.0,64,66,97.0,6,11,54.5,0,0.1,0.0,-0.1,1,7,0,0,5
ITA-Serie A,2025-26,Como,Jean Butez,FRA,GK,30-084,1995,2.0,82,92,89.1,1893,1184,22,22,100.0,46,46,100.0,14,24,58.3,0,0.0,0.0,0.0,0,3,1,0,1
ITA-Serie A,2025-26,Como,Jesus Rodríguez,ESP,FW,19-283,2005,2.0,41,52,78.8,596,191,24,27,88.9,16,17,94.1,1,2,50.0,0,0.2,0.4,-0.2,4,1,3,0,7
ITA-Serie A,2025-26,Como,Lucas Da Cunha,FRA,MF,24-083,2001,1.9,101,121,83.5,1594,403,45,48,93.8,44,48,91.7,5,13,38.5,0,0.3,0.4,-0.3,2,6,1,0,4
ITA-Serie A,2025-26,Como,Marc-Oliver Kempf,GER,DF,30-215,1995,2.0,126,135,93.3,2288,511,46,47,97.9,74,75,98.7,6,13,46.2,0,0.0,0.0,0.0,0,1,0,0,3
ITA-Serie A,2025-26,Como,Martin Baturina,CRO,MF,22-196,2003,0.1,2,4,50.0,18,8,2,2,100.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Como,Maxence Caqueret,FRA,MF,25-197,2000,0.1,6,7,85.7,101,3,3,3,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,1,1,0,0,0
ITA-Serie A,2025-26,Como,Máximo Perrone,ARG,MF,22-236,2003,1.4,80,84,95.2,1271,339,42,44,95.5,27,27,100.0,7,7,100.0,0,0.0,0.0,0.0,1,7,1,0,6
ITA-Serie A,2025-26,Como,Mërgim Vojvoda,KVX,FW,30-211,1995,1.6,50,67,74.6,848,342,23,27,85.2,26,30,86.7,1,6,16.7,0,0.2,0.2,-0.2,5,5,3,0,10
ITA-Serie A,2025-26,Como,Nicolas-Gerrit Kühn,GER,FW,25-242,2000,0.4,6,9,66.7,79,21,5,5,100.0,1,2,50.0,0,2,0.0,0,0.0,0.0,0.0,0,1,1,0,2
ITA-Serie A,2025-26,Como,Nicolás Paz,ARG,MF,20-357,2004,1.9,60,77,77.9,851,318,34,40,85.0,20,22,90.9,3,7,42.9,1,0.6,0.3,0.4,6,6,6,0,15
ITA-Serie A,2025-26,Como,Sergi Roberto,ESP,MF,33-205,1992,0.6,42,48,87.5,658,150,24,26,92.3,16,20,80.0,2,2,100.0,0,0.1,0.0,-0.1,2,0,1,1,4
ITA-Serie A,2025-26,Como,Álex Valle,ESP,DF,21-128,2004,2.0,95,110,86.4,1449,546,49,56,87.5,39,42,92.9,3,4,75.0,0,0.0,0.1,0.0,0,6,2,0,10
ITA-Serie A,2025-26,Como,Álvaro Morata,ESP,FW,32-312,1992,0.6,11,16,68.8,154,43,6,8,75.0,4,7,57.1,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2025-26,Cremonese,Alberto Grassi,ITA,MF,30-177,1995,0.9,30,37,81.1,459,177,12,13,92.3,14,19,73.7,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,3
ITA-Serie A,2025-26,Cremonese,Alessio Zerbin,ITA,DF,26-181,1999,1.9,59,78,75.6,927,432,27,31,87.1,24,33,72.7,4,6,66.7,1,0.6,0.1,0.4,2,6,2,1,11
ITA-Serie A,2025-26,Cremonese,Antonio Sanabria,PAR,FW,29-180,1996,1.2,10,13,76.9,150,30,5,6,83.3,3,3,100.0,1,2,50.0,1,1.0,0.0,0.0,1,0,0,0,2
ITA-Serie A,2025-26,Cremonese,David Okereke,NGA,FW,28-002,1997,0.9,5,9,55.6,37,5,4,7,57.1,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Cremonese,Emil Audero,IDN,GK,28-225,1997,2.0,46,81,56.8,1065,699,11,11,100.0,28,30,93.3,7,40,17.5,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Cremonese,Federico Baschirotto,ITA,DF,28-345,1996,2.0,69,81,85.2,1167,503,34,36,94.4,29,33,87.9,4,9,44.4,0,0.0,0.0,0.0,0,1,0,0,3
ITA-Serie A,2025-26,Cremonese,Federico Bonazzoli,ITA,FW,28-102,1997,0.9,25,32,78.1,457,69,8,10,80.0,8,9,88.9,5,5,100.0,0,0.0,0.0,0.0,0,2,0,0,3
ITA-Serie A,2025-26,Cremonese,Federico Ceccherini,ITA,DF,33-112,1992,0.1,2,3,66.7,52,13,1,1,100.0,0,0,,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Cremonese,Filippo Terracciano,ITA,DF,22-204,2003,2.0,90,113,79.6,1527,447,45,46,97.8,31,41,75.6,9,16,56.3,0,0.0,0.0,0.0,0,1,0,0,3
ITA-Serie A,2025-26,Cremonese,Franco Vázquez,ARG,FW,36-190,1989,0.8,25,31,80.6,406,46,9,10,90.0,11,13,84.6,2,2,100.0,0,0.4,0.4,-0.4,1,1,0,0,2
ITA-Serie A,2025-26,Cremonese,Giuseppe Pezzella,ITA,DF,27-275,1997,2.0,40,52,76.9,605,217,22,26,84.6,13,17,76.5,3,7,42.9,1,0.1,0.1,0.9,1,2,2,2,7
ITA-Serie A,2025-26,Cremonese,Jari Vandeputte,BEL,MF,29-198,1996,1.4,31,46,67.4,545,158,12,15,80.0,12,14,85.7,5,11,45.5,1,0.2,0.1,0.8,3,1,1,1,3
ITA-Serie A,2025-26,Cremonese,Manuel De Luca,ITA,FW,27-045,1998,0.2,1,5,20.0,12,0,1,4,25.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Cremonese,Martín Payero,ARG,MF,26-354,1998,0.6,8,12,66.7,98,34,6,7,85.7,2,4,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2025-26,Cremonese,Matteo Bianchetti,ITA,DF,32-167,1993,1.9,75,89,84.3,1382,495,29,30,96.7,34,37,91.9,9,19,47.4,0,0.0,0.0,0.0,0,2,0,0,1
ITA-Serie A,2025-26,Cremonese,Michele Collocolo,ITA,MF,25-296,1999,2.0,42,57,73.7,557,118,28,31,90.3,10,13,76.9,2,8,25.0,0,0.1,0.0,-0.1,2,2,1,0,3
ITA-Serie A,2025-26,Cremonese,Romano Floriani,ITA,DF,22-216,2003,0.1,2,2,100.0,29,25,1,1,100.0,1,1,100.0,0,0,,0,0.3,0.0,-0.3,1,1,0,0,1
ITA-Serie A,2025-26,Cremonese,Warren Bondo,FRA,MF,21-350,2003,1.1,39,43,90.7,587,148,17,18,94.4,20,22,90.9,0,0,,0,0.0,0.0,0.0,0,2,0,0,2
ITA-Serie A,2025-26,Fiorentina,Albert Guðmundsson,ISL,"MF,FW",28-077,1997,0.8,19,20,95.0,281,47,9,10,90.0,7,7,100.0,1,1,100.0,1,0.2,0.1,0.8,1,0,1,1,0
ITA-Serie A,2025-26,Fiorentina,Cher Ndour,ITA,MF,21-035,2004,0.5,18,25,72.0,254,19,10,14,71.4,7,8,87.5,1,3,33.3,0,0.0,0.0,0.0,0,3,0,0,2
ITA-Serie A,2025-26,Fiorentina,David de Gea,ESP,GK,34-297,1990,1.0,30,38,78.9,700,438,8,8,100.0,15,15,100.0,7,15,46.7,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Fiorentina,Dodô,BRA,DF,26-287,1998,1.0,21,33,63.6,402,110,7,9,77.8,11,16,68.8,3,7,42.9,0,0.0,0.0,0.0,0,0,2,1,3
ITA-Serie A,2025-26,Fiorentina,Fabiano Parisi,ITA,DF,24-295,2000,0.2,5,7,71.4,58,25,3,3,100.0,1,2,50.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2025-26,Fiorentina,Jacopo Fazzini,ITA,FW,22-168,2003,0.2,6,6,100.0,131,64,3,3,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,2
ITA-Serie A,2025-26,Fiorentina,Luca Ranieri,ITA,DF,26-130,1999,0.5,36,40,90.0,511,162,22,24,91.7,12,14,85.7,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2
ITA-Serie A,2025-26,Fiorentina,Marin Pongračić,CRO,DF,27-354,1997,1.0,61,67,91.0,1128,383,23,23,100.0,29,33,87.9,9,11,81.8,0,0.0,0.0,0.0,0,3,0,0,1
ITA-Serie A,2025-26,Fiorentina,Mattia Viti,ITA,DF,23-219,2002,0.5,25,29,86.2,466,171,6,7,85.7,15,18,83.3,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,1
ITA-Serie A,2025-26,Fiorentina,Moise Kean,ITA,FW,25-184,2000,1.0,3,3,100.0,62,0,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Fiorentina,Nicolò Fagioli,ITA,MF,24-200,2001,1.0,64,73,87.7,1164,456,24,25,96.0,32,36,88.9,6,9,66.7,0,0.0,0.1,0.0,0,2,1,0,7
ITA-Serie A,2025-26,Fiorentina,Pablo Marí,ESP,DF,32-000,1993,0.3,6,10,60.0,121,39,1,1,100.0,4,5,80.0,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Fiorentina,Pietro Comuzzo,ITA,DF,20-192,2005,0.7,22,26,84.6,429,89,5,6,83.3,16,17,94.1,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Fiorentina,Robin Gosens,GER,DF,31-057,1994,0.8,27,35,77.1,378,65,16,19,84.2,8,8,100.0,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,2
ITA-Serie A,2025-26,Fiorentina,Rolando Mandragora,ITA,MF,28-063,1997,0.5,14,21,66.7,253,49,7,7,100.0,6,8,75.0,1,4,25.0,0,0.0,0.0,0.0,1,3,0,0,2
ITA-Serie A,2025-26,Fiorentina,Simon Sohm,SUI,MF,24-142,2001,1.0,30,40,75.0,497,99,15,17,88.2,12,17,70.6,3,5,60.0,0,0.7,0.5,-0.7,1,3,0,0,4
ITA-Serie A,2025-26,Genoa,Aarón Martín,ESP,DF,28-131,1997,1.0,47,56,83.9,783,328,23,24,95.8,19,21,90.5,3,8,37.5,0,0.0,0.0,0.0,0,2,0,0,5
ITA-Serie A,2025-26,Genoa,Albert Grønbaek,DEN,FW,24-100,2001,0.7,11,15,73.3,143,61,7,11,63.6,4,4,100.0,0,0,,0,0.3,0.1,-0.3,2,0,2,0,3
ITA-Serie A,2025-26,Genoa,Alessandro Marcandalli,ITA,DF,22-340,2002,1.0,38,43,88.4,657,175,16,19,84.2,20,21,95.2,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2025-26,Genoa,Brooke Norton-Cuffy,ENG,DF,21-231,2004,1.0,38,47,80.9,720,311,16,20,80.0,19,22,86.4,3,5,60.0,0,0.0,0.0,0.0,0,2,0,0,1
ITA-Serie A,2025-26,Genoa,Jeff Ekhator,ITA,FW,18-293,2006,0.2,2,5,40.0,39,1,1,3,33.3,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Genoa,Johan Vásquez,MEX,DF,26-313,1998,1.0,68,79,86.1,1076,287,32,34,94.1,33,35,94.3,2,7,28.6,0,0.0,0.0,0.0,0,3,0,0,2
ITA-Serie A,2025-26,Genoa,Junior Messias,BRA,FW,34-110,1991,0.3,8,9,88.9,134,29,5,6,83.3,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Genoa,Lorenzo Colombo,ITA,FW,23-176,2002,0.8,7,14,50.0,88,14,3,6,50.0,3,5,60.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Genoa,Mikael Ellertsson,ISL,"FW,MF",23-173,2002,0.2,3,5,60.0,48,0,1,1,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Genoa,Morten Frendrup,DEN,MF,24-146,2001,1.0,32,39,82.1,499,133,17,20,85.0,12,15,80.0,2,2,100.0,0,0.1,0.1,-0.1,1,3,0,0,3
ITA-Serie A,2025-26,Genoa,Morten Thorsby,NOR,MF,29-118,1996,0.0,1,2,50.0,16,8,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2025-26,Genoa,Nicola Leali,ITA,GK,32-195,1993,1.0,18,37,48.6,388,220,4,4,100.0,12,12,100.0,2,20,10.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Genoa,Nicolae Stanciu,ROU,MF,32-116,1993,1.0,32,49,65.3,467,157,19,21,90.5,7,14,50.0,3,8,37.5,0,0.0,0.0,0.0,0,2,1,0,2
ITA-Serie A,2025-26,Genoa,Patrizio Masini,ITA,MF,24-216,2001,1.0,32,45,71.1,572,116,15,21,71.4,15,19,78.9,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,3
ITA-Serie A,2025-26,Genoa,Valentin Carboni,ARG,FW,20-179,2005,0.8,12,20,60.0,162,60,8,10,80.0,3,5,60.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2
ITA-Serie A,2025-26,Genoa,Vitinha,POR,FW,25-169,2000,0.0,0,3,0.0,0,0,0,0,,0,1,0.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Hellas Verona,Abdou Harroui,NED,MF,27-230,1998,0.3,8,11,72.7,170,0,3,3,100.0,3,3,100.0,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Hellas Verona,Amin Sarr,SWE,FW,24-173,2001,0.7,8,11,72.7,105,25,5,6,83.3,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,1
ITA-Serie A,2025-26,Hellas Verona,Antoine Bernede,FRA,MF,26-097,1999,1.0,33,44,75.0,632,232,13,15,86.7,13,16,81.3,5,7,71.4,0,0.0,0.0,0.0,1,5,0,0,4
ITA-Serie A,2025-26,Hellas Verona,Cheikh Tidiane Niasse,SEN,MF,25-224,2000,0.7,10,13,76.9,111,0,8,10,80.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Hellas Verona,Daniel Mosquera,COL,FW,25-315,1999,0.3,0,3,0.0,0,0,0,1,0.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Hellas Verona,Daniel Oyegoke,ENG,DF,22-240,2003,0.1,3,5,60.0,30,8,3,4,75.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Hellas Verona,Domagoj Bradarić,CRO,DF,25-264,1999,0.8,16,26,61.5,188,57,12,16,75.0,3,4,75.0,0,4,0.0,0,0.0,0.0,0.0,0,1,0,0,1
ITA-Serie A,2025-26,Hellas Verona,Enzo Ebosse,CMR,DF,26-173,1999,0.1,8,8,100.0,211,133,1,1,100.0,2,2,100.0,4,4,100.0,0,0.0,0.0,0.0,0,2,1,0,2
ITA-Serie A,2025-26,Hellas Verona,Fallou Cham,,DF,,,0.9,15,22,68.2,228,93,8,10,80.0,5,8,62.5,1,3,33.3,0,0.1,0.0,-0.1,2,1,0,0,1
ITA-Serie A,2025-26,Hellas Verona,Giovane,BRA,FW,21-280,2003,1.0,4,10,40.0,74,0,1,4,25.0,3,5,60.0,0,0,,1,0.3,0.0,0.7,1,0,0,0,1
ITA-Serie A,2025-26,Hellas Verona,Lorenzo Montipò,ITA,GK,29-192,1996,1.0,20,36,55.6,763,643,1,1,100.0,8,8,100.0,11,27,40.7,0,0.0,0.0,0.0,0,2,0,0,0
ITA-Serie A,2025-26,Hellas Verona,Martin Frese,DEN,DF,27-239,1998,1.0,33,40,82.5,600,187,11,11,100.0,17,21,81.0,4,7,57.1,0,0.0,0.0,0.0,1,2,0,0,1
ITA-Serie A,2025-26,Hellas Verona,Rafik Belghali,ALG,"MF,DF",23-085,2002,0.2,2,2,100.0,16,14,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Hellas Verona,Suat Serdar,GER,MF,28-142,1997,0.9,14,21,66.7,252,124,6,7,85.7,4,5,80.0,3,7,42.9,0,0.0,0.0,0.0,1,2,0,0,3
ITA-Serie A,2025-26,Hellas Verona,Unai Núñez,ESP,DF,28-213,1997,1.0,27,37,73.0,560,170,7,10,70.0,15,17,88.2,5,10,50.0,0,0.0,0.0,0.0,0,3,0,0,4
ITA-Serie A,2025-26,Hellas Verona,Victor Nelsson,DEN,DF,26-321,1998,1.0,30,32,93.8,616,117,3,3,100.0,25,25,100.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2025-26,Inter,Alessandro Bastoni,ITA,DF,26-140,1999,0.9,67,75,89.3,1456,642,23,25,92.0,33,33,100.0,11,15,73.3,1,0.2,0.1,0.8,1,6,2,1,3
ITA-Serie A,2025-26,Inter,Andy Diouf,FRA,MF,22-106,2003,0.1,2,4,50.0,21,0,2,3,66.7,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Inter,Ange-Yoan Bonny,FRA,FW,21-310,2003,0.3,6,6,100.0,135,32,0,0,,5,5,100.0,1,1,100.0,0,0.2,0.0,-0.2,1,0,1,0,2
ITA-Serie A,2025-26,Inter,Benjamin Pavard,FRA,DF,29-156,1996,1.0,82,86,95.3,1368,432,38,38,100.0,40,40,100.0,4,6,66.7,0,0.0,0.0,0.0,1,2,0,0,5
ITA-Serie A,2025-26,Inter,Carlos Augusto,BRA,DF,26-236,1999,0.3,14,15,93.3,215,72,7,7,100.0,6,7,85.7,1,1,100.0,0,0.0,0.0,0.0,0,0,1,0,1
ITA-Serie A,2025-26,Inter,Denzel Dumfries,NED,DF,29-135,1996,1.0,25,28,89.3,376,41,11,12,91.7,13,15,86.7,1,1,100.0,0,0.1,0.1,-0.1,1,1,0,0,1
ITA-Serie A,2025-26,Inter,Federico Dimarco,ITA,DF,27-294,1997,0.7,25,32,78.1,521,200,9,9,100.0,9,12,75.0,6,8,75.0,0,0.4,0.3,-0.4,4,1,1,1,3
ITA-Serie A,2025-26,Inter,Francesco Acerbi,ITA,DF,37-202,1988,1.0,65,68,95.6,1238,329,23,25,92.0,36,37,97.3,6,6,100.0,0,0.1,0.1,-0.1,1,3,0,0,5
ITA-Serie A,2025-26,Inter,Henrikh Mkhitaryan,ARM,MF,36-222,1989,0.9,39,46,84.8,736,212,15,15,100.0,21,23,91.3,3,4,75.0,0,0.0,0.3,0.0,1,4,2,0,7
ITA-Serie A,2025-26,Inter,Lautaro Martínez,ARG,FW,28-009,1997,0.9,16,22,72.7,282,57,9,12,75.0,4,6,66.7,2,2,100.0,1,0.1,0.2,0.9,1,1,1,0,3
ITA-Serie A,2025-26,Inter,Luis Henrique,BRA,DF,23-260,2001,0.1,2,2,100.0,31,12,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Inter,Marcus Thuram,FRA,FW,28-025,1997,0.7,12,16,75.0,153,15,10,13,76.9,2,2,100.0,0,0,,0,0.1,0.0,-0.1,3,1,0,0,1
ITA-Serie A,2025-26,Inter,Nicolò Barella,ITA,MF,28-205,1997,1.0,104,115,90.4,1900,467,45,48,93.8,47,48,97.9,12,17,70.6,1,0.1,0.1,0.9,2,9,2,0,9
ITA-Serie A,2025-26,Inter,Petar Sucic,CRO,MF,21-310,2003,1.0,52,57,91.2,804,175,28,30,93.3,23,23,100.0,1,2,50.0,1,0.2,0.1,0.8,2,4,2,0,7
ITA-Serie A,2025-26,Inter,Piotr Zieliński,POL,MF,31-103,1994,0.1,5,5,100.0,60,11,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2025-26,Inter,Yann Sommer,SUI,GK,36-257,1988,1.0,35,35,100.0,793,479,9,9,100.0,19,19,100.0,7,7,100.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Juventus,Andrea Cambiaso,ITA,DF,25-192,2000,0.9,61,70,87.1,883,245,35,38,92.1,22,26,84.6,3,3,100.0,0,0.3,0.3,-0.3,3,0,1,1,3
ITA-Serie A,2025-26,Juventus,Dušan Vlahović,SRB,FW,25-215,2000,0.1,1,2,50.0,19,13,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
ITA-Serie A,2025-26,Juventus,Federico Gatti,ITA,DF,27-068,1998,0.6,32,32,100.0,493,193,17,17,100.0,14,14,100.0,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,3
ITA-Serie A,2025-26,Juventus,Francisco Conceição,POR,MF,22-260,2002,0.9,40,44,90.9,552,83,23,23,100.0,16,18,88.9,0,0,,0,0.1,0.3,-0.1,3,2,1,0,3
ITA-Serie A,2025-26,Juventus,Gleison Bremer,BRA,DF,28-166,1997,1.0,46,52,88.5,919,358,11,11,100.0,31,34,91.2,4,7,57.1,0,0.0,0.0,0.0,1,2,0,0,2
ITA-Serie A,2025-26,Juventus,Jonathan David,CAN,FW,25-229,2000,0.9,14,18,77.8,128,11,8,12,66.7,2,2,100.0,0,0,,0,0.5,0.1,-0.5,5,0,0,0,0
ITA-Serie A,2025-26,Juventus,João Mário Lopes,POR,DF,25-240,2000,0.4,9,12,75.0,123,53,6,7,85.7,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Juventus,Kenan Yıldız,TUR,MF,20-119,2005,1.0,29,36,80.6,318,87,22,23,95.7,4,7,57.1,0,2,0.0,2,0.8,0.4,1.2,3,0,2,1,2
ITA-Serie A,2025-26,Juventus,Khéphren Thuram,FRA,MF,24-158,2001,1.0,60,68,88.2,894,186,33,36,91.7,24,26,92.3,2,4,50.0,0,0.1,0.4,-0.1,1,9,3,0,9
ITA-Serie A,2025-26,Juventus,Lloyd Kelly,ENG,DF,26-329,1998,1.0,43,47,91.5,631,165,24,25,96.0,14,16,87.5,3,3,100.0,0,0.1,0.0,-0.1,1,7,0,0,3
ITA-Serie A,2025-26,Juventus,Manuel Locatelli,ITA,MF,27-235,1998,0.6,55,59,93.2,954,221,27,28,96.4,22,23,95.7,5,6,83.3,0,0.1,0.0,-0.1,3,6,1,0,7
ITA-Serie A,2025-26,Juventus,Michele Di Gregorio,ITA,GK,28-035,1997,1.0,16,23,69.6,434,333,2,2,100.0,9,9,100.0,5,12,41.7,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Juventus,Nicolás González,ARG,"MF,DF",27-147,1998,0.1,3,3,100.0,79,36,0,0,,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Juventus,Pierre Kalulu,FRA,DF,25-087,2000,1.0,51,58,87.9,700,227,34,35,97.1,12,14,85.7,3,6,50.0,0,0.1,0.1,-0.1,2,3,2,1,4
ITA-Serie A,2025-26,Juventus,Teun Koopmeiners,NED,MF,27-184,1998,0.4,22,24,91.7,309,80,13,14,92.9,9,9,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,2
ITA-Serie A,2025-26,Juventus,Weston McKennie,USA,MF,27-003,1998,0.0,1,1,100.0,30,22,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,1
ITA-Serie A,2025-26,Lazio,Adam Marušić,MNE,DF,32-318,1992,0.3,14,15,93.3,158,42,9,9,100.0,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,0
ITA-Serie A,2025-26,Lazio,Boulaye Dia,SEN,MF,28-288,1996,0.2,3,4,75.0,62,0,1,2,50.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Lazio,Danilo Cataldi,ITA,MF,31-025,1994,0.7,18,19,94.7,330,123,8,8,100.0,8,8,100.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,2
ITA-Serie A,2025-26,Lazio,Fisayo Dele-Bashiru,NGA,MF,24-206,2001,0.8,13,14,92.9,184,20,10,11,90.9,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1
ITA-Serie A,2025-26,Lazio,Ivan Provedel,ITA,GK,31-167,1994,1.0,30,37,81.1,735,469,4,4,100.0,20,20,100.0,6,13,46.2,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Lazio,Luca Pellegrini,ITA,DF,26-177,1999,0.3,15,18,83.3,334,159,4,5,80.0,8,9,88.9,3,3,100.0,0,0.1,0.1,-0.1,1,0,0,0,1
ITA-Serie A,2025-26,Lazio,Manuel Lazzari,ITA,DF,31-275,1993,0.7,16,21,76.2,319,177,6,7,85.7,7,9,77.8,3,5,60.0,0,0.0,0.0,0.0,0,1,1,1,2
ITA-Serie A,2025-26,Lazio,Mario Gila,ESP,DF,25-002,2000,1.0,33,40,82.5,685,199,7,8,87.5,19,21,90.5,6,8,75.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Lazio,Matteo Cancellieri,ITA,FW,23-200,2002,0.7,6,9,66.7,73,18,3,3,100.0,3,3,100.0,0,0,,0,0.1,0.1,-0.1,1,1,0,0,1
ITA-Serie A,2025-26,Lazio,Mattia Zaccagni,ITA,FW,30-076,1995,1.0,11,14,78.6,133,46,8,8,100.0,1,2,50.0,1,3,33.3,0,0.0,0.0,0.0,1,2,0,0,2
ITA-Serie A,2025-26,Lazio,Mattéo Guendouzi,FRA,MF,26-139,1999,1.0,22,26,84.6,443,108,8,9,88.9,10,10,100.0,4,6,66.7,0,0.0,0.0,0.0,0,2,0,0,1
ITA-Serie A,2025-26,Lazio,Nicolò Rovella,ITA,MF,23-270,2001,0.3,14,15,93.3,235,70,6,7,85.7,7,7,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2025-26,Lazio,Nuno Tavares,POR,DF,25-217,2000,0.7,32,42,76.2,522,174,20,25,80.0,7,9,77.8,4,6,66.7,0,0.0,0.1,0.0,1,3,1,1,2
ITA-Serie A,2025-26,Lazio,Oliver Nielsen,DEN,DF,22-088,2003,1.0,52,56,92.9,1079,495,16,17,94.1,28,30,93.3,8,8,100.0,0,0.0,0.0,0.0,0,2,0,0,1
ITA-Serie A,2025-26,Lazio,Pedro,ESP,FW,38-034,1987,0.3,5,8,62.5,70,0,3,4,75.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
