league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
GER-Bundesliga,2023-24,RB Leipzig,Péter Gulácsi,HUN,GK,33,1990,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,RB Leipzig,Timo Werner,GER,"FW,MF",27,1996,8,2,207,2.3,2,0,2,1,1,1,0,0,2.4,1.6,0.0,1.6,10,6,32,0.87,0.0,0.87,0.43,0.43,1.02,0.02,1.04,0.68,0.7
GER-Bundesliga,2023-24,RB Leipzig,Willi Orban,HUN,DF,30,1992,19,18,1582,17.6,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,7,97,10,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
GER-Bundesliga,2023-24,RB Leipzig,Xaver Schlager,AUT,MF,25,1997,29,29,2477,27.5,0,5,5,0,0,0,7,0,1.1,1.1,2.6,3.6,73,230,45,0.0,0.18,0.18,0.0,0.18,0.04,0.09,0.13,0.04,0.13
GER-Bundesliga,2023-24,RB Leipzig,Xavi Simons,NED,MF,20,2003,32,32,2653,29.5,8,11,19,7,1,2,11,1,8.3,6.7,9.8,16.4,151,187,216,0.27,0.37,0.64,0.24,0.61,0.28,0.33,0.61,0.23,0.56
GER-Bundesliga,2023-24,RB Leipzig,Yussuf Poulsen,DEN,FW,29,1994,28,12,1217,13.5,5,2,7,5,0,0,0,0,5.7,5.7,1.0,6.8,11,16,78,0.37,0.15,0.52,0.37,0.52,0.43,0.08,0.5,0.43,0.5
GER-Bundesliga,2023-24,Stuttgart,Alexander Nübel,GER,GK,26,1996,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Stuttgart,Angelo Stiller,GER,MF,22,2001,31,30,2694,29.9,1,5,6,1,0,0,5,0,1.6,1.6,5.1,6.7,37,220,71,0.03,0.17,0.2,0.03,0.2,0.05,0.17,0.22,0.05,0.22
GER-Bundesliga,2023-24,Stuttgart,Anthony Rouault,FRA,DF,22,2001,22,11,1010,11.2,0,2,2,0,0,0,3,0,0.1,0.1,0.8,0.9,8,68,10,0.0,0.18,0.18,0.0,0.18,0.01,0.07,0.08,0.01,0.08
GER-Bundesliga,2023-24,Stuttgart,Atakan Karazor,,MF,26,1996,33,31,2623,29.1,0,4,4,0,0,0,9,0,1.0,1.0,2.6,3.6,24,142,31,0.0,0.14,0.14,0.0,0.14,0.04,0.09,0.13,0.03,0.12
GER-Bundesliga,2023-24,Stuttgart,Borna Sosa,CRO,"FW,DF",25,1998,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,2,10,0.0,0.0,0.0,0.0,0.0,0.06,0.57,0.63,0.06,0.63
GER-Bundesliga,2023-24,Stuttgart,Chris Führich,GER,"FW,MF",25,1998,34,33,2567,28.5,8,7,15,8,0,1,2,0,6.6,5.8,8.0,13.8,153,145,259,0.28,0.25,0.53,0.28,0.53,0.23,0.28,0.51,0.2,0.49
GER-Bundesliga,2023-24,Stuttgart,Dan-Axel Zagadou,FRA,DF,24,1999,19,16,1453,16.1,1,0,1,1,0,0,1,0,1.0,1.0,0.3,1.3,2,75,3,0.06,0.0,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.08
GER-Bundesliga,2023-24,Stuttgart,Deniz Undav,GER,"FW,MF",27,1996,30,23,2089,23.2,18,10,28,18,0,1,5,0,15.0,14.3,6.5,20.8,45,120,182,0.78,0.43,1.21,0.78,1.21,0.65,0.28,0.93,0.61,0.9
GER-Bundesliga,2023-24,Stuttgart,Enzo Millot,FRA,"MF,FW",21,2002,31,27,2241,24.9,5,4,9,4,1,1,5,0,5.3,4.5,3.9,8.4,46,127,167,0.2,0.16,0.36,0.16,0.32,0.21,0.16,0.37,0.18,0.34
GER-Bundesliga,2023-24,Stuttgart,Fabian Bredlow,GER,GK,28,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Stuttgart,Genki Haraguchi,JPN,MF,32,1991,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Stuttgart,Hiroki Ito,JPN,DF,24,1999,26,25,2228,24.8,0,2,2,0,0,0,1,0,0.9,0.9,2.0,2.9,29,121,32,0.0,0.08,0.08,0.0,0.08,0.04,0.08,0.12,0.04,0.12
GER-Bundesliga,2023-24,Stuttgart,Jamie Leweling,GER,"FW,MF",22,2001,34,17,1523,16.9,4,4,8,4,0,0,3,0,6.1,6.1,3.2,9.3,65,35,172,0.24,0.24,0.47,0.24,0.47,0.36,0.19,0.55,0.36,0.55
GER-Bundesliga,2023-24,Stuttgart,Jeong Woo-yeong,KOR,"MF,FW",23,1999,26,5,633,7.0,2,3,5,2,0,0,1,0,1.8,1.8,1.6,3.4,23,22,54,0.28,0.43,0.71,0.28,0.71,0.25,0.22,0.48,0.25,0.48
GER-Bundesliga,2023-24,Stuttgart,Josha Vagnoman,GER,DF,22,2000,18,12,1183,13.1,2,2,4,2,0,0,2,0,1.3,1.3,1.3,2.6,19,33,67,0.15,0.15,0.3,0.15,0.3,0.1,0.1,0.2,0.1,0.2
GER-Bundesliga,2023-24,Stuttgart,Jovan Milošević,SRB,"FW,MF",18,2005,5,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Stuttgart,Leonidas Stergiou,SUI,DF,21,2002,15,6,594,6.6,1,0,1,1,0,0,0,0,0.4,0.4,0.4,0.8,6,17,22,0.15,0.0,0.15,0.15,0.15,0.05,0.06,0.11,0.05,0.11
GER-Bundesliga,2023-24,Stuttgart,Lilian Egloff,GER,"MF,DF",20,2002,5,1,106,1.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15
GER-Bundesliga,2023-24,Stuttgart,Luca Raimund,GER,"FW,MF",18,2005,3,0,30,0.3,0,0,0,0,0,0,1,0,0.9,0.9,0.0,0.9,0,1,2,0.0,0.0,0.0,0.0,0.0,2.79,0.0,2.79,2.79,2.79
GER-Bundesliga,2023-24,Stuttgart,Mahmoud Dahoud,GER,MF,27,1996,13,1,227,2.5,1,0,1,1,0,0,0,0,0.6,0.6,0.5,1.1,1,19,5,0.4,0.0,0.4,0.4,0.4,0.22,0.21,0.43,0.22,0.43
GER-Bundesliga,2023-24,Stuttgart,Maximilian Mittelstädt,GER,DF,26,1997,31,23,2103,23.4,2,4,6,2,0,0,5,0,0.9,0.9,4.2,5.1,70,123,129,0.09,0.17,0.26,0.09,0.26,0.04,0.18,0.22,0.04,0.22
GER-Bundesliga,2023-24,Stuttgart,Pascal Stenzel,GER,DF,27,1996,23,14,1064,11.8,0,5,5,0,0,0,3,1,0.3,0.3,3.2,3.5,34,85,46,0.0,0.42,0.42,0.0,0.42,0.03,0.27,0.29,0.03,0.29
GER-Bundesliga,2023-24,Stuttgart,Roberto Massimo,GER,"FW,DF",22,2000,5,0,84,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
GER-Bundesliga,2023-24,Stuttgart,Samuele Di Benedetto,GER,MF,18,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3
GER-Bundesliga,2023-24,Stuttgart,Serhou Guirassy,GUI,FW,27,1996,28,25,2208,24.5,28,3,31,24,4,4,0,0,20.8,17.6,6.6,24.2,32,56,183,1.14,0.12,1.26,0.98,1.1,0.85,0.27,1.12,0.72,0.99
GER-Bundesliga,2023-24,Stuttgart,Silas Katompa,COD,"FW,MF",24,1998,27,8,900,10.0,5,2,7,5,0,1,0,0,5.7,4.9,2.3,7.2,49,25,130,0.5,0.2,0.7,0.5,0.7,0.57,0.23,0.8,0.49,0.72
GER-Bundesliga,2023-24,Stuttgart,Waldemar Anton,GER,DF,27,1996,33,32,2886,32.1,0,3,3,0,0,0,7,0,1.7,1.7,1.0,2.7,38,172,15,0.0,0.09,0.09,0.0,0.09,0.05,0.03,0.09,0.05,0.09
GER-Bundesliga,2023-24,Union Berlin,Alex Král,CZE,MF,25,1998,24,13,1370,15.2,0,0,0,0,0,0,2,0,1.7,1.7,0.4,2.0,15,44,41,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13
GER-Bundesliga,2023-24,Union Berlin,Alexander Schwolow,GER,GK,31,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Union Berlin,Aljoscha Kemlein,GER,MF,18,2004,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
GER-Bundesliga,2023-24,Union Berlin,András Schäfer,HUN,MF,24,1999,20,14,1214,13.5,1,2,3,1,0,0,1,1,1.8,1.8,1.5,3.2,37,59,71,0.07,0.15,0.22,0.07,0.22,0.13,0.11,0.24,0.13,0.24
GER-Bundesliga,2023-24,Union Berlin,Aïssa Laïdouni,TUN,MF,26,1996,23,10,1071,11.9,0,3,3,0,0,0,2,0,0.7,0.7,1.0,1.7,24,56,41,0.0,0.25,0.25,0.0,0.25,0.06,0.09,0.14,0.06,0.14
GER-Bundesliga,2023-24,Union Berlin,Benedict Hollerbach,GER,"FW,MF",22,2001,28,15,1282,14.2,5,0,5,5,0,0,2,0,3.4,3.4,1.3,4.7,49,39,126,0.35,0.0,0.35,0.35,0.35,0.24,0.09,0.33,0.24,0.33
GER-Bundesliga,2023-24,Union Berlin,Brenden Aaronson,USA,"MF,FW",22,2000,30,14,1267,14.1,2,2,4,2,0,0,3,1,2.0,2.0,1.9,3.8,37,56,91,0.14,0.14,0.28,0.14,0.28,0.14,0.13,0.27,0.14,0.27
GER-Bundesliga,2023-24,Union Berlin,Chris Bedia,CIV,"FW,MF",27,1996,7,0,145,1.6,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.4,1,1,6,0.62,0.0,0.62,0.62,0.62,0.13,0.11,0.24,0.13,0.24
GER-Bundesliga,2023-24,Union Berlin,Christopher Trimmel,AUT,DF,36,1987,26,19,1646,18.3,0,2,2,0,0,0,2,1,0.6,0.5,2.1,2.6,23,86,65,0.0,0.11,0.11,0.0,0.11,0.03,0.11,0.14,0.03,0.14
GER-Bundesliga,2023-24,Union Berlin,Danilho Doekhi,NED,DF,25,1998,24,24,2160,24.0,2,0,2,2,0,0,2,0,1.2,1.2,0.2,1.3,7,65,6,0.08,0.0,0.08,0.08,0.08,0.05,0.01,0.06,0.05,0.06
GER-Bundesliga,2023-24,Union Berlin,David Datro Fofana,CIV,"FW,MF",20,2002,12,8,682,7.6,1,0,1,1,0,0,0,0,2.8,2.8,0.3,3.1,20,14,66,0.13,0.0,0.13,0.13,0.13,0.37,0.05,0.41,0.37,0.41
GER-Bundesliga,2023-24,Union Berlin,Diogo Leite,POR,DF,24,1999,32,31,2702,30.0,0,0,0,0,0,0,6,0,0.8,0.8,0.2,1.0,14,121,4,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03
GER-Bundesliga,2023-24,Union Berlin,Frederik Rønnow,DEN,GK,30,1992,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
GER-Bundesliga,2023-24,Union Berlin,Janik Haberer,GER,"MF,DF",29,1994,21,14,1221,13.6,1,1,2,1,0,0,7,0,0.9,0.8,0.6,1.3,10,47,36,0.07,0.07,0.15,0.07,0.15,0.07,0.04,0.11,0.06,0.1
GER-Bundesliga,2023-24,Union Berlin,Jordan Pefok,USA,FW,27,1996,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4
GER-Bundesliga,2023-24,Union Berlin,Josip Juranović,CRO,DF,27,1995,21,14,1294,14.4,0,2,2,0,0,1,4,0,1.4,0.6,2.3,2.9,22,52,46,0.0,0.14,0.14,0.0,0.14,0.1,0.16,0.26,0.04,0.2
GER-Bundesliga,2023-24,Union Berlin,Jérôme Roussillon,FRA,DF,30,1993,23,8,752,8.4,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,10,38,29,0.0,0.12,0.12,0.0,0.12,0.04,0.07,0.11,0.04,0.11
GER-Bundesliga,2023-24,Union Berlin,Kevin Behrens,GER,FW,32,1991,18,14,1262,14.0,4,0,4,4,0,0,3,0,6.0,6.0,0.9,6.9,11,45,93,0.29,0.0,0.29,0.29,0.29,0.43,0.06,0.5,0.43,0.5
GER-Bundesliga,2023-24,Union Berlin,Kevin Vogt,GER,DF,31,1991,16,16,1323,14.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.1,1,41,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Union Berlin,Kevin Volland,GER,"FW,MF",31,1992,26,17,1345,14.9,3,4,7,1,2,3,3,2,5.3,2.9,2.6,5.6,14,48,96,0.2,0.27,0.47,0.07,0.33,0.36,0.18,0.53,0.2,0.37
GER-Bundesliga,2023-24,Union Berlin,Leonardo Bonucci,ITA,DF,36,1987,7,6,460,5.1,1,0,1,0,1,1,0,0,0.8,0.0,0.3,0.3,0,21,1,0.2,0.0,0.2,0.0,0.0,0.15,0.06,0.22,0.0,0.06
GER-Bundesliga,2023-24,Union Berlin,Lucas Tousart,FRA,MF,26,1997,23,18,1572,17.5,0,0,0,0,0,0,5,0,1.5,1.5,0.9,2.4,15,51,33,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14
GER-Bundesliga,2023-24,Union Berlin,Mikkel Kaufmann,DEN,FW,22,2001,18,4,486,5.4,1,0,1,1,0,0,0,0,1.3,1.3,1.0,2.3,6,11,34,0.19,0.0,0.19,0.19,0.19,0.24,0.18,0.42,0.24,0.42
GER-Bundesliga,2023-24,Union Berlin,Miloš Pantović,SRB,MF,27,1996,1,0,15,0.2,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,1,0,1,6.0,0.0,6.0,6.0,6.0,4.55,0.0,4.55,4.55,4.55
GER-Bundesliga,2023-24,Union Berlin,Paul Jaeckel,GER,DF,25,1998,6,2,234,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
GER-Bundesliga,2023-24,Union Berlin,Rani Khedira,GER,MF,29,1994,20,18,1343,14.9,0,0,0,0,0,0,5,1,0.4,0.4,0.1,0.5,6,35,15,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03
GER-Bundesliga,2023-24,Union Berlin,Robin Gosens,GER,"DF,MF",29,1994,30,27,2283,25.4,6,3,9,6,0,0,9,1,2.1,2.1,3.0,5.1,21,97,113,0.24,0.12,0.35,0.24,0.35,0.08,0.12,0.2,0.08,0.2
GER-Bundesliga,2023-24,Union Berlin,Robin Knoche,GER,DF,31,1992,24,20,1917,21.3,1,0,1,1,0,1,1,0,1.2,0.4,0.3,0.7,2,71,2,0.05,0.0,0.05,0.05,0.05,0.06,0.01,0.07,0.02,0.03
GER-Bundesliga,2023-24,Union Berlin,Sheraldo Becker,SUR,"FW,MF",28,1995,11,7,645,7.2,0,1,1,0,0,0,0,0,0.8,0.8,1.8,2.6,32,20,73,0.0,0.14,0.14,0.0,0.14,0.12,0.25,0.37,0.12,0.37
GER-Bundesliga,2023-24,Union Berlin,Yorbe Vertessen,BEL,"FW,MF",22,2001,13,7,593,6.6,3,2,5,3,0,0,1,0,2.7,2.7,1.3,4.0,10,13,39,0.46,0.3,0.76,0.46,0.76,0.41,0.2,0.61,0.41,0.61
GER-Bundesliga,2023-24,Werder Bremen,Amos Pieper,GER,DF,25,1998,7,7,590,6.6,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.2,3,24,3,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.19,0.07,0.19
GER-Bundesliga,2023-24,Werder Bremen,Anthony Jung,GER,DF,31,1991,31,30,2579,28.7,1,0,1,1,0,0,4,1,0.6,0.6,0.3,1.0,24,107,21,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.03
GER-Bundesliga,2023-24,Werder Bremen,Christian Groß,GER,"DF,MF",34,1989,20,8,797,8.9,0,1,1,0,0,0,1,0,0.3,0.3,0.4,0.7,17,46,5,0.0,0.11,0.11,0.0,0.11,0.04,0.04,0.08,0.04,0.08
GER-Bundesliga,2023-24,Werder Bremen,Dawid Kownacki,POL,FW,26,1997,22,3,380,4.2,0,0,0,0,0,0,0,0,1.3,1.3,0.4,1.6,5,10,26,0.0,0.0,0.0,0.0,0.0,0.31,0.08,0.39,0.31,0.39
GER-Bundesliga,2023-24,Werder Bremen,Felix Agu,NGA,"DF,MF",23,1999,24,19,1614,17.9,0,0,0,0,0,0,2,0,0.9,0.9,0.6,1.5,32,32,90,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08
GER-Bundesliga,2023-24,Werder Bremen,Ilia Gruev,BUL,MF,23,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Werder Bremen,Isak Hansen-Aarøen,NOR,MF,18,2004,3,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22
GER-Bundesliga,2023-24,Werder Bremen,Jens Stage,DEN,MF,26,1996,30,26,2327,25.9,3,1,4,3,0,0,5,1,4.4,4.4,1.9,6.3,24,85,60,0.12,0.04,0.15,0.12,0.15,0.17,0.07,0.24,0.17,0.24
GER-Bundesliga,2023-24,Werder Bremen,Jiří Pavlenka,CZE,GK,31,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Werder Bremen,Joel Imasuen,USA,FW,18,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Werder Bremen,Julián Malatini,ARG,DF,22,2001,11,6,602,6.7,1,0,1,1,0,0,1,0,1.0,1.0,0.2,1.2,9,27,7,0.15,0.0,0.15,0.15,0.15,0.15,0.04,0.18,0.15,0.18
GER-Bundesliga,2023-24,Werder Bremen,Justin Njinmah,GER,FW,22,2000,24,10,1016,11.3,6,2,8,6,0,0,1,0,4.9,4.9,2.4,7.3,36,13,95,0.53,0.18,0.71,0.53,0.71,0.44,0.21,0.65,0.44,0.65
GER-Bundesliga,2023-24,Werder Bremen,Leon Opitz,GER,"FW,DF",18,2005,3,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Werder Bremen,Leonardo Bittencourt,GER,MF,29,1993,29,19,1578,17.5,1,2,3,1,0,0,9,0,2.2,2.2,2.9,5.2,61,85,74,0.06,0.11,0.17,0.06,0.17,0.13,0.17,0.3,0.13,0.3
GER-Bundesliga,2023-24,Werder Bremen,Marco Friedl,AUT,DF,25,1998,25,25,2197,24.4,1,0,1,1,0,0,6,0,0.2,0.2,0.1,0.3,4,59,2,0.04,0.0,0.04,0.04,0.04,0.01,0.0,0.01,0.01,0.01
GER-Bundesliga,2023-24,Werder Bremen,Marvin Ducksch,GER,FW,29,1994,33,32,2696,30.0,12,9,21,7,5,6,9,0,12.8,7.9,7.8,15.7,17,88,150,0.4,0.3,0.7,0.23,0.53,0.43,0.26,0.69,0.26,0.52
GER-Bundesliga,2023-24,Werder Bremen,Michael Zetterer,GER,GK,28,1995,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
GER-Bundesliga,2023-24,Werder Bremen,Miloš Veljković,SRB,DF,27,1995,23,21,1920,21.3,2,1,3,2,0,0,2,0,1.7,1.7,0.8,2.5,16,89,13,0.09,0.05,0.14,0.09,0.14,0.08,0.04,0.12,0.08,0.12
GER-Bundesliga,2023-24,Werder Bremen,Mitchell Weiser,GER,"DF,MF",29,1994,30,30,2636,29.3,3,7,10,3,0,0,5,0,3.8,3.8,4.2,7.9,81,111,189,0.1,0.24,0.34,0.1,0.34,0.13,0.14,0.27,0.13,0.27
GER-Bundesliga,2023-24,Werder Bremen,Naby Keïta,GUI,"MF,DF",28,1995,5,1,109,1.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,13,4,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
GER-Bundesliga,2023-24,Werder Bremen,Nick Woltemade,GER,"FW,MF",21,2002,30,12,1189,13.2,2,0,2,2,0,0,1,0,2.4,2.4,1.7,4.1,21,43,80,0.15,0.0,0.15,0.15,0.15,0.18,0.13,0.31,0.18,0.31
GER-Bundesliga,2023-24,Werder Bremen,Niclas Füllkrug,GER,FW,30,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.7,2,9,12,0.0,0.0,0.0,0.0,0.0,0.23,0.13,0.36,0.23,0.36
GER-Bundesliga,2023-24,Werder Bremen,Nicolai Rapp,GER,DF,26,1996,2,1,76,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Werder Bremen,Niklas Stark,GER,DF,28,1995,17,12,1088,12.1,2,0,2,2,0,0,4,0,0.2,0.2,0.0,0.2,5,37,1,0.17,0.0,0.17,0.17,0.17,0.02,0.0,0.02,0.02,0.02
GER-Bundesliga,2023-24,Werder Bremen,Oliver Burke,SCO,FW,26,1997,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Werder Bremen,Olivier Deman,BEL,DF,23,2000,29,14,1365,15.2,2,1,3,2,0,0,5,0,1.1,1.1,0.9,2.0,26,40,53,0.13,0.07,0.2,0.13,0.2,0.07,0.06,0.13,0.07,0.13
GER-Bundesliga,2023-24,Werder Bremen,Rafael Borré,COL,FW,27,1995,19,11,991,11.0,4,0,4,4,0,0,0,0,2.4,2.4,1.8,4.2,16,28,73,0.36,0.0,0.36,0.36,0.36,0.22,0.16,0.38,0.22,0.38
GER-Bundesliga,2023-24,Werder Bremen,Romano Schmid,AUT,"MF,FW",23,2000,33,30,2601,28.9,4,6,10,4,0,0,5,0,5.2,5.2,6.3,11.5,75,144,165,0.14,0.21,0.35,0.14,0.35,0.18,0.22,0.4,0.18,0.4
GER-Bundesliga,2023-24,Werder Bremen,Senne Lynen,BEL,MF,24,1999,32,20,1797,20.0,0,3,3,0,0,0,6,0,0.4,0.4,1.8,2.2,10,66,28,0.0,0.15,0.15,0.0,0.15,0.02,0.09,0.11,0.02,0.11
GER-Bundesliga,2023-24,Werder Bremen,Skelly Alvero,FRA,MF,21,2002,6,1,123,1.4,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.4,1,9,6,0.73,0.0,0.73,0.73,0.73,0.24,0.03,0.27,0.24,0.27
GER-Bundesliga,2023-24,Wolfsburg,Amin Sarr,SWE,"FW,MF",22,2001,14,2,386,4.3,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,3,12,26,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.17,0.13,0.17
GER-Bundesliga,2023-24,Wolfsburg,Aster Vranckx,BEL,MF,20,2002,24,12,1153,12.8,0,0,0,0,0,0,6,0,0.1,0.1,0.3,0.4,3,48,9,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
GER-Bundesliga,2023-24,Wolfsburg,Bennit Bröger,GER,FW,17,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Wolfsburg,Cedric Zesiger,SUI,DF,25,1998,23,18,1634,18.2,0,0,0,0,0,0,5,0,1.3,1.3,0.0,1.4,14,81,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.08,0.07,0.08
GER-Bundesliga,2023-24,Wolfsburg,Dženan Pejčinović,GER,FW,18,2005,4,0,37,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,1,0,2,0.0,0.0,0.0,0.0,0.0,0.29,0.34,0.63,0.29,0.63
GER-Bundesliga,2023-24,Wolfsburg,Jakub Kamiński,POL,"FW,MF",21,2002,17,4,473,5.3,0,2,2,0,0,0,0,0,0.5,0.5,0.7,1.1,13,18,53,0.0,0.38,0.38,0.0,0.38,0.09,0.13,0.22,0.09,0.22
GER-Bundesliga,2023-24,Wolfsburg,Joakim Mæhle,DEN,"DF,MF",26,1997,30,27,2452,27.2,2,3,5,2,0,0,5,0,1.4,1.4,2.7,4.0,84,119,137,0.07,0.11,0.18,0.07,0.18,0.05,0.1,0.15,0.05,0.15
GER-Bundesliga,2023-24,Wolfsburg,Jonas Wind,DEN,FW,24,1999,34,31,2651,29.5,11,7,18,11,0,1,3,0,9.4,8.5,5.1,13.6,17,88,115,0.37,0.24,0.61,0.37,0.61,0.32,0.17,0.49,0.29,0.46
GER-Bundesliga,2023-24,Wolfsburg,Kevin Behrens,GER,FW,32,1991,13,7,616,6.8,1,1,2,1,0,0,1,0,1.6,1.6,0.9,2.5,7,17,41,0.15,0.15,0.29,0.15,0.29,0.23,0.13,0.36,0.23,0.36
GER-Bundesliga,2023-24,Wolfsburg,Kevin Paredes,USA,"FW,MF",20,2003,28,15,1432,15.9,3,0,3,3,0,0,4,0,3.0,3.0,1.4,4.3,34,50,112,0.19,0.0,0.19,0.19,0.19,0.19,0.09,0.27,0.19,0.27
